id,name,ownerId,street,suburb,state,postcode,phone,email,website,lat,lng,pricePerWeek,amenities,isActive,isFeatured,isTest,priceVerified,imageCount,description
gym-068,Pronto Pilates Midland,owner-3,58 The Crescent,Midland,WA,6056,+61 8 6383 5437,,https://www.prontopilates.com.au/wa/midland/?utm_source=GBP&utm_medium=organic,-31.888505700000003,116.0102171,28,yoga/pilates|personal training,,,,,0,"Specialising in reformer pilates with a focus on precision, control, and body awareness, this Midland studio offers classes from beginner to advanced. Experienced instructors guide you through exercises designed to improve posture, strength, and flexibility."
gym-069,Midland PCYC,owner-3,11 Byers Rd,Midland,WA,6056,+61 8 9274 1918,,https://www.wapcyc.com.au/location/midland,-31.8894274,115.9983177,14,pool|cardio|free weights|showers|lockers|group classes|childcare|parking|café,,,,,0,"This council-operated recreation centre in Midland provides affordable access to gym equipment, group fitness classes, aquatic facilities, and court sports. A genuine community hub where fitness is accessible to everyone."
gym-070,Swan Districts Gymnastics,owner-3,90 Elgee Rd,Midland,WA,6056,+61 8 6383 6263,,https://www.swangymnastics.com.au/,-31.893801,116.0136698,28,cardio|free weights|showers|lockers,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Midland facility strikes the right balance, offering a quality training environment with staff who actually know your name."
gym-071,F45 Training Midvale,owner-3,Unit 3/28 Elliott St,Midland,WA,6056,+61 408 906 406,,https://f45training.com/au/studio/midvale/,-31.893645,116.0319827,40,group classes|personal training|cardio,,,,,0,"Small-group training at its finest in Midland. Sessions are carefully programmed to deliver full-body conditioning, alternating between cardio and resistance work for a comprehensive workout in under an hour. New members always welcome."
gym-072,The Studio Midland,owner-3,3/401 Great Eastern Hwy,Midland,WA,6056,+61 8 9274 1482,,https://studiomidland.com.au/,-31.890780999999997,115.99714290000001,50,cardio|free weights|showers|lockers|personal training,,,,,0,"The Studio Midland strips away the noise and focuses on what matters: good coaching, sound programming, and a supportive training environment. Members benefit from expert guidance delivered in an atmosphere that's professional without being intimidating."
gym-073,Gold's Gym Rockingham,owner-3,44 Patterson Rd,Rockingham,WA,6168,+61 437 334 006,,https://goldsgym.com.au/rockingham/,-32.278698999999996,115.7344874,32,cardio|free weights|showers|lockers|group classes|personal training|parking,,,,,0,"One of Rockingham's premier fitness destinations, this club features a large gym floor loaded with cardio and strength equipment, a group fitness studio running daily classes, and a team of personal trainers ready to help you reach your goals."
gym-074,Revo Fitness - Rockingham,owner-3,Rockingham Shopping Centre,Rockingham,WA,6168,+61 1300 738 638,,https://revofitness.com.au/gyms/rockingham/?utm_term=plcid_16491535693220663114&utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_content=Revo+Fitness+-+Rockingham,-32.2896804,115.74799929999999,14,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Whether you're squeezing in a pre-dawn session or a midnight run, this Rockingham facility has you covered. Members enjoy modern cardio and strength equipment, clean amenities, and flexible no lock-in memberships."
gym-075,Ryderwear Gym & Retail Rockingham,owner-3,37/39 Council Ave,Rockingham,WA,6168,+61 8 9500 8010,,https://www.ryderweargym.com/,-32.2873747,115.752027,20,cardio|free weights|showers|lockers,,,,,0,"An independently owned gym in Rockingham that takes pride in a welcoming, results-focused atmosphere. Members enjoy a well-maintained floor of cardio and strength equipment alongside access to knowledgeable, approachable trainers."
gym-076,Balanced Health & Fitness,owner-3,2/10 Goddard St,Rockingham,WA,6168,+61 8 9592 2620,,https://www.bhf.net.au/,-32.2870521,115.751152,18,cardio|free weights|showers|lockers,,,,,0,"Balanced Health & Fitness creates an environment where every member can thrive. A comprehensive equipment range, flexible membership options, and enthusiastic staff combine to form a fitness community that's genuinely invested in your success."
gym-077,PUMPT 24/7 Rockingham,owner-3,10/20 Merchant Dr,Rockingham,WA,6168,+61 406 191 977,,https://www.pumpt247.com/,-32.2689064,115.75167850000001,18,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Compact and efficient, this Rockingham facility gives members access to a full suite of gym equipment any time, day or night. Swipe-card entry, clean facilities, and straightforward month-to-month memberships make it easy to get started."
gym-078,Bemore Fitness Rockingham,owner-3,1/4 Cessnock Way,Rockingham,WA,6168,+61 8 9527 6297,,https://bemorefitness.com.au/,-32.278940999999996,115.7370402,18,cardio|free weights|showers|lockers,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Rockingham facility strikes the right balance, offering a quality training environment with staff who actually know your name."
gym-079,Roar MMA 24/7 Gym - Rockingham,owner-3,14/16 Commodore Dr,Rockingham,WA,6168,+61 483 952 527,,https://roarmma.com.au/lp/rockingham-24-7-gym/?utm_source=google&utm_medium=gmb&utm_campaign=gym,-32.2782592,115.73828119999999,35,boxing/mma|cardio|free weights|showers|lockers|24/7 access,,,,,0,"A boxing gym at heart with a genuine fitness community built around the sweet science in Rockingham. Members train alongside serious amateurs and fitness enthusiasts in a motivating, no-nonsense environment led by experienced coaches."
gym-080,Anytime Fitness Rockingham,owner-3,Tenancy 6/2-6 Council Ave,Rockingham,WA,6168,+61 475 443 110,,https://www.anytimefitness.com.au/gyms/au-1347/,-32.2917938,115.7423858,18,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Whether you're squeezing in a pre-dawn session or a midnight run, this Rockingham facility has you covered. Members enjoy modern cardio and strength equipment, clean amenities, and flexible no lock-in memberships."
gym-081,Jetts Fitness Rockingham,owner-3,Outside Rockingham Shopping Centre 1 Council Avenue,Rockingham,WA,6168,+61 8 9527 2124,,https://www.facebook.com/jettsRockingham/,-32.28817120000001,115.7467118,10,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Jetts Fitness Rockingham makes fitness effortless with 24-hour access, no peak-hour wait times, and a straightforward equipment layout that covers everything from cardio to compound lifts. Show up, train, repeat."
gym-082,Snap Fitness 24/7 Rockingham,owner-3,35 Council Ave,Rockingham,WA,6168,+61 412 113 086,,https://www.snapfitness.com/au/gyms/rockingham?utm_source=gmb&utm_medium=yext,-32.2880147,115.75170799999998,12,cardio|free weights|showers|lockers|24/7 access,,,,,0,"A conveniently located 24/7 gym in Rockingham offering round-the-clock access to quality cardio machines, strength equipment, and free weights. Perfect for busy schedules, with no lock-in contracts and fully equipped change rooms."
gym-083,RARE Fitness Rockingham,owner-3,4 Martin Rd,Rockingham,WA,6168,+61 489 987 196,,https://www.rare.fitness/rockingham/,-32.2870334,115.74072509999999,22,cardio|free weights|showers|lockers,,,,,0,"RARE Fitness Rockingham in Rockingham is a well-equipped, independently operated gym delivering quality training in a friendly environment. Whether you prefer structured classes, personal training, or independent sessions, you'll find a welcoming community and the tools to reach your goals."
gym-084,T.J'S Gymsports,owner-3,Unit 2/20 Merchant Dr,Rockingham,WA,6168,+61 449 143 781,,http://www.tjsgymsports.com.au/,-32.2690632,115.75113270000001,20,cardio|free weights|showers|lockers,,,,,0,"A local gem in Rockingham, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results. The atmosphere is motivating without being intimidating — ideal for members at every fitness level."
gym-085,Just Ladies QuickFit,owner-3,Unit 1/20 Pedlar Cct,Rockingham,WA,6168,+61 482 076 061,,http://www.jlquickfit.com.au/,-32.267686499999996,115.75126739999999,25,cardio|free weights|showers|lockers|group classes|personal training,,,,,0,"A safe, supportive, and fully equipped fitness space exclusively for women in Rockingham. Classes, personal training, and open gym sessions are available, with a team of female trainers who understand the unique challenges and goals of women's fitness."
gym-086,Rockingham Fitness Hire and Sales,owner-3,3/117 Dixon Rd,Rockingham,WA,6168,+61 8 9527 5984,,http://fitnessequipmentperth.com.au/,-32.2766356,115.77417289999998,25,cardio|free weights|showers|lockers,,,,,0,"Built by fitness enthusiasts for fitness enthusiasts, Rockingham Fitness Hire and Sales in Rockingham offers a well-curated equipment range and a knowledgeable coaching team. Memberships are flexible and the community is welcoming — come as you are, leave fitter."
gym-087,Hammer Strength,owner-3,Commodore Dr,Rockingham,WA,6168,+61 8 9527 6165,,,-32.2781173,115.73848059999999,38,cardio|free weights|showers|lockers|personal training,,,,,0,"Where performance meets purpose in Rockingham. This facility combines strength training fundamentals with modern conditioning methods, working with members individually to build capacity, resilience, and athletic performance."
gym-088,Total Physique Performance,owner-3,Unit 2/20 Pedlar Cct,Rockingham,WA,6168,+61 403 287 338,,https://www.totalphysiqueperformance.com/,-32.2677939,115.75127439999999,45,cardio|free weights|showers|lockers|personal training,,,,,0,"Quality equipment, expert programming, and a community of dedicated athletes define Total Physique Performance. Whether you're chasing a powerlifting total, building muscle, or improving general athleticism, the coaches here have the knowledge to guide you there."
gym-089,inLIFE Wellness Rockingham,owner-3,15/10 Livingstone Rd,Rockingham,WA,6168,+61 473 321 322,,https://www.inlifewellness.com.au/rockingham,-32.28674,115.74051000000001,28,cardio|free weights|showers|lockers,,,,,0,"inLIFE Wellness Rockingham creates an environment where every member can thrive. A comprehensive equipment range, flexible membership options, and enthusiastic staff combine to form a fitness community that's genuinely invested in your success."
gym-090,STRONG Pilates Rockingham,owner-3,7 Robinson Rd,Rockingham,WA,6168,+61 483 906 864,,https://strongpilates.com.au/location/rockingham/,-32.2870568,115.7414411,30,yoga/pilates|personal training,,,,,0,"The philosophy here is simple: move well, move often. Offering reformer pilates, yoga, and mobility sessions in Rockingham, this studio prioritises technique and body awareness. Classes are kept small to maximise coaching quality."
gym-091,Infrared Wellness Centre Perth,owner-3,34/43 Rockingham Beach Rd,Rockingham,WA,6168,+61 8 9592 5459,,https://www.soulsoothingtherapy.com.au/,-32.27437,115.73224320000001,25,cardio|free weights|showers|lockers,,,,,0,"A home for Rockingham fitness enthusiasts who want more than a machine circuit and a TV screen. Solid equipment, engaged coaching, and a genuine sense of community keep members coming back week after week."
gym-092,Roar MMA - Rockingham,owner-3,Unit 2/4 Commodore Dr,Rockingham,WA,6168,+61 483 946 014,,https://roarmma.com.au/locations/rockingham/?utm_source=google&utm_medium=gmb&utm_campaign=rockingham,-32.278821,115.73679,35,boxing/mma|cardio|free weights|showers|lockers,,,,,0,"A boxing gym at heart with a genuine fitness community built around the sweet science in Rockingham. Members train alongside serious amateurs and fitness enthusiasts in a motivating, no-nonsense environment led by experienced coaches."
gym-093,Revo Fitness - Mandurah,owner-3,105 Reserve Dr,Mandurah,WA,6210,,,https://revofitness.com.au/gyms/mandurah/,-32.5121404,115.7375802,18,cardio|free weights|showers|lockers|24/7 access,,,,,0,"No frills, no fuss — just solid equipment available whenever you want it. This 24/7 gym packs cardio, machine weights, and a free weights section into a clean, well-lit space in Mandurah."
gym-094,Mandurah Aquatic And Recreation Centre,owner-3,3/303 Pinjarra Rd,Mandurah,WA,6210,+61 8 9550 3600,,https://www.mandurah.wa.gov.au/community/places/aquatic-and-recreation-centres,-32.5369825,115.73695989999999,15,pool|cardio|free weights|showers|lockers|group classes|childcare|parking|café,,,,,0,"With a fully equipped gymnasium, group exercise studio, aquatic centre, and community spaces, this Mandurah leisure complex is one of the most comprehensive fitness facilities in the region. Programs run for toddlers through to seniors."
gym-095,Bodyapeel Mandurah,owner-3,Unit 2/3,Mandurah,WA,6210,+61 8 9590 8368,,http://www.bodyapeelmandurah.com.au/,-32.534698399999996,115.73856350000001,30,cardio|free weights|showers|lockers,,,,,0,"A local gem in Mandurah, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results. The atmosphere is motivating without being intimidating — ideal for members at every fitness level."
gym-096,World Gym Mandurah,owner-3,5-6/2 Rutland Dr,Mandurah,WA,6210,+61 8 9565 9966,,https://www.worldgym.com.au/gyms/mandurah?utm_source=organic&utm_medium=gmb&utm_id=google,-32.5464732,115.7049659,35,cardio|free weights|showers|lockers|group classes|personal training|sauna|parking,,,,,0,"This well-established health club in Mandurah combines a spacious gym floor with a diverse group fitness timetable, making it popular with everyone from casual gym-goers to serious athletes. Facilities include an extensive free weights area and modern amenities."
gym-097,Ryderwear Gym & Retail Mandurah,owner-3,117/121 Mandurah Terrace,Mandurah,WA,6210,+61 8 9569 8838,,https://www.ryderweargym.com/,-32.5245866,115.72543069999999,20,cardio|free weights|showers|lockers,,,,,0,"Built by fitness enthusiasts for fitness enthusiasts, Ryderwear Gym & Retail Mandurah in Mandurah offers a well-curated equipment range and a knowledgeable coaching team. Memberships are flexible and the community is welcoming — come as you are, leave fitter."
gym-098,Feel Good Fitness WA,owner-3,56 Reserve Dr,Mandurah,WA,6210,+61 8 9584 4969,,http://www.feelgoodfitnesswa.com.au/,-32.513024400000006,115.74158260000002,22,cardio|free weights|showers|lockers,,,,,0,"Feel Good Fitness WA creates an environment where every member can thrive. A comprehensive equipment range, flexible membership options, and enthusiastic staff combine to form a fitness community that's genuinely invested in your success."
gym-099,Club Lime Mandurah,owner-3,327 Mandurah Terrace,Mandurah,WA,6210,+61 8 9545 2121,,https://www.clublime.com.au/ourclubs/?id=c00d8603-2182-4cf9-aeef2ac1587de6c3&utm_source=gmb&utm_medium=organic&utm_campaign=gmb,-32.5082743,115.74047549999999,12,cardio|free weights|showers|lockers|24/7 access,,,,,0,"A conveniently located 24/7 gym in Mandurah offering round-the-clock access to quality cardio machines, strength equipment, and free weights. Perfect for busy schedules, with no lock-in contracts and fully equipped change rooms."
gym-100,Snap Fitness 24/7 Mandurah,owner-3,64 Pinjarra Rd,Mandurah,WA,6210,+61 432 694 117,,https://www.snapfitness.com/au/gyms/mandurah?utm_source=gmb&utm_medium=yext,-32.534490999999996,115.72436520000001,14,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Snap Fitness 24/7 Mandurah makes fitness effortless with 24-hour access, no peak-hour wait times, and a straightforward equipment layout that covers everything from cardio to compound lifts. Show up, train, repeat."
gym-101,Plus Fitness 24/7 Halls Head,owner-3,36 Wattleglen Ave,Mandurah,WA,6210,+61 8 9535 5777,,https://www.plusfitness.com.au/gyms/halls-head/,-32.561187,115.68883000000001,12,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Whether you're squeezing in a pre-dawn session or a midnight run, this Mandurah facility has you covered. Members enjoy modern cardio and strength equipment, clean amenities, and flexible no lock-in memberships."
gym-102,Anytime Fitness Meadow Springs,owner-3,25 Meadow Springs Dr,Mandurah,WA,6210,+61 484 510 171,,https://www.anytimefitness.com/en-au/locations/meadow-springs-western-australia-au-1698,-32.4936521,115.74868790000001,16,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Your local Mandurah fitness destination is open every hour of every day, so you can train on your own terms. Expect a well-maintained floor of cardio equipment, pin-loaded machines, and a free weights area — everything you need, without the extras you don't."
gym-103,M Theory Fitness,owner-3,20 Hampton Street,Mandurah,WA,6210,+61 421 501 258,,http://www.mtheoryfitness.com/,-32.512557199999996,115.74778859999999,25,cardio|free weights|showers|lockers,,,,,0,"An independently owned gym in Mandurah that takes pride in a welcoming, results-focused atmosphere. Members enjoy a well-maintained floor of cardio and strength equipment alongside access to knowledgeable, approachable trainers."
gym-104,The Cave Strength & Rehabilitation,owner-3,2/10 Kulin Way,Mandurah,WA,6210,+61 408 245 529,,http://www.cavestrength.com.au/,-32.51329,115.74100750000001,38,cardio|free weights|showers|lockers|personal training,,,,,0,"Where performance meets purpose in Mandurah. This facility combines strength training fundamentals with modern conditioning methods, working with members individually to build capacity, resilience, and athletic performance."
gym-105,Core9 Fitness,owner-3,4/11 Rouse Rd,Mandurah,WA,6210,+61 478 074 521,,http://www.core9fitness.com.au/,-32.5150234,115.749394,25,cardio|free weights|showers|lockers,,,,,0,"A local gem in Mandurah, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results. The atmosphere is motivating without being intimidating — ideal for members at every fitness level."
gym-106,SpeedFit Mandurah,owner-3,8/3 Dower St,Mandurah,WA,6210,+61 8 9289 6584,,https://speed-fit.com.au/free-session-mandurah,-32.5359531,115.73916439999999,55,personal training,,,,,0,SpeedFit Mandurah in Mandurah uses EMS (electro-muscle stimulation) technology to activate up to 90% of muscle fibres simultaneously during a 20-minute session — delivering results equivalent to hours of conventional training. Sessions are always coach-guided.
gym-107,Think Fitness 24/7 Dawesville,owner-3,Shop 2/71 Dandaragan Dr,Mandurah,WA,6211,+61 8 6270 2407,,https://thinkfitness247.com.au/,-32.630566699999996,115.63015929999999,18,cardio|free weights|showers|lockers|24/7 access,,,,,0,"No frills, no fuss — just solid equipment available whenever you want it. This 24/7 gym packs cardio, machine weights, and a free weights section into a clean, well-lit space in Mandurah."
gym-108,Flex Fitness Equipment Mandurah,owner-3,317 Pinjarra Rd,Mandurah,WA,6210,+61 8 6300 3600,,http://www.flexequipment.com.au/,-32.53673,115.73917999999999,28,cardio|free weights|showers|lockers,,,,,0,"Flex Fitness Equipment Mandurah creates an environment where every member can thrive. A comprehensive equipment range, flexible membership options, and enthusiastic staff combine to form a fitness community that's genuinely invested in your success."
gym-109,The Collective 247 Health and Fitness club,owner-3,15-19 Pinjarra Rd,Mandurah,WA,6210,+61 477 156 976,,,-32.5349559,115.72050639999999,15,cardio|free weights|showers|lockers|24/7 access,,,,,0,"The Collective 247 Health and Fitness club makes fitness effortless with 24-hour access, no peak-hour wait times, and a straightforward equipment layout that covers everything from cardio to compound lifts. Show up, train, repeat."
gym-110,Halls Head Recreation Centre,owner-3,42 Honeysuckle Ramble,Mandurah,WA,6210,+61 8 9550 3600,,http://www.mandurah.wa.gov.au/Facilities/Recreation-Centres,-32.5536623,115.6948285,18,pool|cardio|free weights|showers|lockers|group classes|childcare|parking|café,,,,,0,"An affordable and family-friendly facility in Mandurah offering swimming, gym access, fitness classes, and sports programs in one location. Memberships are competitively priced and designed to suit every budget."
gym-111,Anytime Fitness Falcon,owner-3,Unit 2 3/633 Old Coast Rd,Mandurah,WA,6210,+61 451 159 443,,https://www.anytimefitness.com.au/gyms/au-1384/falcon-wa-6210/,-32.583245,115.66121600000001,14,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Your local Mandurah fitness destination is open every hour of every day, so you can train on your own terms. Expect a well-maintained floor of cardio equipment, pin-loaded machines, and a free weights area — everything you need, without the extras you don't."
gym-112,My Pilates Gym,owner-3,92 Anstruther Rd,Mandurah,WA,6210,+61 8 9547 4759,,http://mypilatesgym.com/,-32.5242119,115.73237469999998,28,yoga/pilates|personal training,,,,,0,A calm and focused environment in Mandurah where pilates and yoga classes help members build strength from the inside out. Fully equipped reformer rooms and experienced practitioners make this a go-to destination for mindful movement.
gym-113,Armadale Fitness and Aquatic Centre,owner-3,60 Champion Dr,Armadale,WA,6112,+61 8 9394 5850,,https://active.armadale.wa.gov.au/,-32.1332459,116.0029443,14,pool|cardio|free weights|showers|lockers|group classes|childcare|parking|café,,,,,0,"This council-operated recreation centre in Armadale provides affordable access to gym equipment, group fitness classes, aquatic facilities, and court sports. A genuine community hub where fitness is accessible to everyone."
gym-114,Anytime Fitness,owner-3,176 Jull St,Armadale,WA,6112,+61 494 568 622,,https://www.anytimefitness.com/en-au/locations/armadale-western-australia-au-1395,-32.1519913,116.0158283,15,cardio|free weights|showers|lockers|24/7 access,,,,,0,"No frills, no fuss — just solid equipment available whenever you want it. This 24/7 gym packs cardio, machine weights, and a free weights section into a clean, well-lit space in Armadale."
gym-115,Snap Fitness Armadale 24/7,owner-3,3/92 Third Rd,Armadale,WA,6112,+61 402 218 395,,https://www.snapfitness.com/au/gyms/armadale/,-32.151866399999996,116.0142142,16,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Open around the clock with secure key-fob entry, this Armadale gym caters to early risers, shift workers, and night owls alike. A reliable roster of treadmills, bikes, cables, and dumbbells keeps your training consistent."
gym-116,Stirling Leisure - Scarborough,owner-3,Building 2/173 Gildercliffe St,Stirling,WA,6019,+61 8 9205 7490,,https://www.stirling.wa.gov.au/stirling-leisure/our-locations/stirling-leisure-scarborough,-31.8955621,115.7745511,30,cardio|free weights|showers|lockers,,,,,0,"Built by fitness enthusiasts for fitness enthusiasts, Stirling Leisure - Scarborough in Stirling offers a well-curated equipment range and a knowledgeable coaching team. Memberships are flexible and the community is welcoming — come as you are, leave fitter."
gym-117,Anytime Fitness,owner-3,Unit 7/39 Erindale Rd,Stirling,WA,6021,+61 478 556 276,,https://www.anytimefitness.com.au/gyms/au-1398/stirling-wa-6021/,-31.867822300000004,115.80387230000001,10,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Anytime Fitness makes fitness effortless with 24-hour access, no peak-hour wait times, and a straightforward equipment layout that covers everything from cardio to compound lifts. Show up, train, repeat."
gym-118,Stirling Leisure - Balga,owner-3,109 Princess Rd,Stirling,WA,6061,+61 8 9205 7340,,https://www.stirling.wa.gov.au/stirling-leisure/our-locations/stirling-leisure-balga,-31.854151400000003,115.8387073,25,cardio|free weights|showers|lockers,,,,,0,"A home for Stirling fitness enthusiasts who want more than a machine circuit and a TV screen. Solid equipment, engaged coaching, and a genuine sense of community keep members coming back week after week."
gym-119,Jetts Stirling,owner-3,Shop 42/478 Wanneroo Rd,Stirling,WA,6061,+61 8 9349 0230,,https://jetts.com.au/gym/jetts-stirling/,-31.863284699999998,115.82896810000001,16,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Compact and efficient, this Stirling facility gives members access to a full suite of gym equipment any time, day or night. Swipe-card entry, clean facilities, and straightforward month-to-month memberships make it easy to get started."
gym-120,Royalty Fitness 24/7,owner-3,1262 Albany Hwy,Cannington,WA,6107,+61 407 835 438,,https://www.royaltyfitness.com.au/,-32.011981299999995,115.9274435,14,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Compact and efficient, this Cannington facility gives members access to a full suite of gym equipment any time, day or night. Swipe-card entry, clean facilities, and straightforward month-to-month memberships make it easy to get started."
gym-121,Snap Fitness 24/7 Cannington,owner-3,1448 Albany Hwy,Cannington,WA,6107,+61 435 816 070,,https://www.snapfitness.com/au/gyms/cannington?utm_source=google&utm_medium=organic&utm_campaign=GMB,-32.0254954,115.94285149999997,12,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Your local Cannington fitness destination is open every hour of every day, so you can train on your own terms. Expect a well-maintained floor of cardio equipment, pin-loaded machines, and a free weights area — everything you need, without the extras you don't."
gym-122,DIY Fitness 24/7,owner-3,1407 Albany Hwy,Cannington,WA,6107,+61 8 9350 5000,,http://diyfitness247.com.au/cannington/,-32.022928,115.9385006,10,cardio|free weights|showers|lockers|24/7 access,,,,,0,"A conveniently located 24/7 gym in Cannington offering round-the-clock access to quality cardio machines, strength equipment, and free weights. Perfect for busy schedules, with no lock-in contracts and fully equipped change rooms."
gym-123,Revo Fitness - Cannington,owner-3,1382 Albany Hwy,Cannington,WA,6107,+61 1300 738 638,,https://revofitness.com.au/gyms/cannington/?utm_term=plcid_6623900770869507374&utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_content=Revo+Fitness+-+Cannington,-32.0188172,115.9364287,18,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Revo Fitness - Cannington makes fitness effortless with 24-hour access, no peak-hour wait times, and a straightforward equipment layout that covers everything from cardio to compound lifts. Show up, train, repeat."
gym-124,Fitstop Cannington,owner-3,1/1399 Albany Hwy,Cannington,WA,6107,+61 400 441 406,,https://fitstop.com/au/web/locations/au/Cannington,-32.0225109,115.93822,48,group classes|personal training|cardio,,,,,0,"A performance-focused training studio in Cannington where group energy drives individual results. Expert coaches guide members through varied functional training sessions designed to improve endurance, build strength, and elevate overall fitness."
gym-125,Cannington Leisureplex,owner-3,Wharf St &,Cannington,WA,6107,+61 8 6350 7300,,https://www.canning.wa.gov.au/sport-and-fitness/leisureplexes/,-32.0105171,115.9406356,14,pool|cardio|free weights|showers|lockers|group classes|childcare|parking|café,,,,,0,"This council-operated recreation centre in Cannington provides affordable access to gym equipment, group fitness classes, aquatic facilities, and court sports. A genuine community hub where fitness is accessible to everyone."
gym-126,Goodlife Health Clubs Cannington,owner-3,1355 Albany Hwy,Cannington,WA,6107,+61 8 6282 0885,,https://www.goodlife.com.au/clubs/cannington/?utm_source=gbp&utm_medium=organic&utm_campaign=GL%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Goodlife%20Health%20Clubs%20Cannington&utm_term=plcid_361134889447346416,-32.019042999999996,115.9346965,25,cardio|free weights|showers|lockers|group classes|personal training|sauna|pool|parking,,,,,0,"This well-established health club in Cannington combines a spacious gym floor with a diverse group fitness timetable, making it popular with everyone from casual gym-goers to serious athletes. Facilities include an extensive free weights area and modern amenities."
gym-127,Fitness HQ - Cannington,owner-3,Unit 3/385 Sevenoaks St,Cannington,WA,6107,+61 435 666 716,,http://www.thefitnesshq.com.au/,-32.02203000000001,115.95218789999998,20,cardio|free weights|showers|lockers,,,,,0,"A local gem in Cannington, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results. The atmosphere is motivating without being intimidating — ideal for members at every fitness level."
gym-128,BFT Cannington,owner-3,6B/1480 Albany Hwy,Cannington,WA,6107,+61 481 993 513,,http://www.bft.fit/cannington/gb,-32.0261353,115.948483,28,cardio|free weights|showers|lockers,,,,,0,"BFT Cannington in Cannington is a well-equipped, independently operated gym delivering quality training in a friendly environment. Whether you prefer structured classes, personal training, or independent sessions, you'll find a welcoming community and the tools to reach your goals."
gym-129,SpeedFit Cannington,owner-3,7/1252 Albany Hwy,Cannington,WA,6107,+61 8 6183 9890,,https://joinspeedfit.com/location/cannington-wa/,-32.0118396,115.92721259999999,70,personal training,,,,,0,SpeedFit Cannington in Cannington uses EMS (electro-muscle stimulation) technology to activate up to 90% of muscle fibres simultaneously during a 20-minute session — delivering results equivalent to hours of conventional training. Sessions are always coach-guided.
gym-130,Fernwood Fitness,owner-3,34 William St,Cannington,WA,6107,+61 8 9358 6222,,https://www.fernwoodfitness.com.au/clubs/cannington,-32.0253709,115.95248159999998,20,cardio|free weights|showers|lockers,,,,,0,"An independently owned gym in Cannington that takes pride in a welcoming, results-focused atmosphere. Members enjoy a well-maintained floor of cardio and strength equipment alongside access to knowledgeable, approachable trainers."
gym-131,Anytime Fitness Bentley,owner-3,1141 Albany Hwy,Cannington,WA,6102,+61 8 9258 3972,,https://www.anytimefitness.com.au/gyms/au-1289/bentley-wa-6102/?utm_source=google&utm_medium=organic&utm_campaign=gmb,-32.0022182,115.91893340000001,14,cardio|free weights|showers|lockers|24/7 access,,,,,0,"Open around the clock with secure key-fob entry, this Cannington gym caters to early risers, shift workers, and night owls alike. A reliable roster of treadmills, bikes, cables, and dumbbells keeps your training consistent."
gym-132,DPI Fitness-Cannington,owner-3,1/1355 Albany Hwy,Cannington,WA,6107,+61 475 181 989,,http://www.dpifitness.net/,-32.018999,115.934951,30,cardio|free weights|showers|lockers,,,,,0,"A home for Cannington fitness enthusiasts who want more than a machine circuit and a TV screen. Solid equipment, engaged coaching, and a genuine sense of community keep members coming back week after week."
gym-133,Natura Forma Fitness,owner-3,Revo Fitness Cannington,Cannington,WA,6107,,,,-32.0181478,115.93557419999999,18,cardio|free weights|showers|lockers,,,,,0,"Natura Forma Fitness creates an environment where every member can thrive. A comprehensive equipment range, flexible membership options, and enthusiastic staff combine to form a fitness community that's genuinely invested in your success."
gym-134,Genesis Health and Fitness,owner-3,1140 Albany Hwy,Cannington,WA,6102,+61 8 9356 3344,,https://www.genesisfitness.com.au/gym/wa/bentley?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=bentley,-32.0022114,115.9218015,25,cardio|free weights|showers|lockers|group classes|personal training|parking,,,,,0,"Genesis Health and Fitness in Cannington is a flagship fitness facility with a large floor plan covering cardio machines, selectorised and free weights, a dedicated functional training zone, and a busy group fitness studio. Memberships include access to the full range of classes."
gym-135,Orbit Fitness Equipment - Cannington,owner-3,1500 Albany Hwy,Cannington,WA,6107,+61 8 6241 3002,,https://www.orbitfitness.com.au/?utm_source=gmb&utm_medium=organic&utm_campaign=local&utm_term=cannington,-32.0270389,115.94893289999999,28,cardio|free weights|showers|lockers,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Cannington facility strikes the right balance, offering a quality training environment with staff who actually know your name."
