id,googlePlaceId,name,ownerId,createdBy,addressStreet,addressSuburb,addressState,addressPostcode,phone,email,website,instagram,facebook,bookingUrl,lat,lng,pricePerWeek,amenities,isActive,isFeatured,isTest,priceVerified,isPaid,stripePlan,stripeSubscriptionId,hoursMonday,hoursTuesday,hoursWednesday,hoursThursday,hoursFriday,hoursSaturday,hoursSunday,hoursComment,imageCount,description
gym-264,ChIJi0vbVPyuMioR_pv1KbIYKlE,Athletic Revolution,owner-3,,782 N Beach Rd,Innaloo,WA,6018,+61 402 700 758,,http://www.athleticrev.com.au/,,,,-31.88174,115.79620000000001,25,cardio|free weights|showers|lockers,true,false,false,false,,,,,,,,,,,,0,"A home for Innaloo fitness enthusiasts who want more than a machine circuit and a TV screen. Solid equipment, engaged coaching, and a genuine sense of community keep members coming back week after week."
gym-1196,,Anytime Fitness West End,unclaimed,,331 Montague Rd,West End,QLD,4101,+61 468 688 479,,https://club.anytimefitness.com.au/west-end-qld,,,,-27.482007099999997,153.0037841,16,,true,false,false,false,false,,,,,,,,,,,0,"Your local West End fitness destination is open every hour of every day, so you can train on your own terms. Expect a well-maintained floor of cardio equipment, pin-loaded machines, and a free weights area — everything you need, without the extras you don't."
gym-1288,,PCYC Pine Rivers,unclaimed,,119 Francis Rd,Bray Park,QLD,4500,+61 7 3205 3367,,http://www.pcyc.org.au/clubs/pcyc-pine-rivers/,,,,-27.289189999999998,152.9697943,12,,true,false,false,false,false,,,,,,,,,,,0,"An affordable and family-friendly facility in Bray Park offering swimming, gym access, fitness classes, and sports programs in one location."
a39d0414-8ecd-48f8-af41-dfea01c737b1,ChIJp-z-xSO5EmsRKONdKy97Mos,CFH Fitness - Home of CrossFit Hurstville,unclaimed,,2/68 Roberts Ave,Mortdale,NSW,2223,+61 2 8065 5352,,http://www.crossfithurstville.com.au/,,,,-33.969567999999995,151.0667192,38,,true,false,false,false,false,,,,,,,,,,,0,"CFH Fitness - Home of CrossFit Hurstville is a CrossFit affiliate built around constantly varied, high-intensity functional movements. Daily WODs are coached by certified trainers, with a box environment where community is as important as the training."
1e9e8627-cf29-4a4b-bf99-0e3762bb9226,ChIJszy6uGK1sGoRSlxgl0G7qcA,Strength Lab,unclaimed,,97 Graves St,Newton,SA,5074,+61 433 029 984,,http://www.strengthlab.com.au/,,,,-34.880452,138.68994039999998,42,,true,false,false,false,false,,,,,,,,,,,0,"Strength Lab is a serious training space for lifters who demand quality equipment and minimal distraction. Stocked with competition barbells, racks, platforms, and an extensive selection of plates and dumbbells."
gym-1606,ChIJ9RmHL3DasGoRAnwmIe5OOMQ,Goodlife Health Clubs Marion,unclaimed,,310 Diagonal Rd,Marion,SA,5043,+61 8 7221 1800,,https://www.goodlife.com.au/clubs/marion/?utm_source=gbp&utm_medium=organic&utm_campaign=GL%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Goodlife%20Health%20Clubs%20Marion&utm_term=plcid_15800985812371653110,,,,-35.0168725,138.5494376,25,,true,false,false,false,false,,,,,,,,,,,0,"This well-established health club in Marion combines a spacious gym floor with a diverse group fitness timetable, making it popular with everyone from casual gym-goers to serious athletes."
5505816a-1185-4551-9026-19a27ee389ee,ChIJ7zAnk_e9MioRu4mXtcXQBF8,Jetts Canning Vale,unclaimed,,Unit 4/489 Nicholson Rd,Canning Vale,WA,6155,+61 8 6254 2111,,https://join.jetts.com.au/join?branchId=66ce82f8dceaa548d000f3ce,,,,-32.0649688,115.9344017,12,cardio|free weights|showers|lockers|24/7 access,true,false,false,false,false,,,,,,,,,,,0,"A conveniently located 24/7 gym in Canning Vale offering round-the-clock access to quality cardio machines, strength equipment, and free weights. Perfect for busy schedules, with no lock-in contracts and fully equipped change rooms."
4a50d103-a0e6-4408-84c2-f63f8e22f3f7,ChIJmbuOJwqwMioRTeWD3_jMP90,Stirling Leisure - Inglewood,unclaimed,,Suite 1 & 2/62 Alexander Dr,Inglewood,WA,6052,+61 8 9205 7720,,https://www.stirling.wa.gov.au/stirling-leisure/our-locations/stirling-leisure-inglewood,,,,-31.9088154,115.87001140000001,18,cardio|free weights|showers|lockers,true,false,false,false,false,,,,,,,,,,,0,"Built by fitness enthusiasts for fitness enthusiasts, Stirling Leisure - Inglewood in Inglewood offers a well-curated equipment range and a knowledgeable coaching team."
5c483008-cb0f-4a1a-96d4-a854062f0d7e,ChIJvasr0Pu3sGoRjvKSmF7Y5Gc,Derrimut 24:7 Gym - Gepps Cross,unclaimed,,750 Main N Rd,Gepps Cross,SA,5095,+61 8 8262 3138,,https://www.derrimut247.com.au/,,,,-34.8370971,138.6033932,10,,true,false,false,false,false,,,,,,,,,,,0,"A conveniently located 24/7 gym in Gepps Cross offering round-the-clock access to quality cardio machines, strength equipment, and free weights. Perfect for busy schedules, with no lock-in contracts and fully equipped change rooms."
de2da9de-84d1-48fc-9477-ff2ecda56a21,ChIJq6ouzl7fbaoR47J74J4eAV4,HIIT IT,unclaimed,,Wellspring Anglican Church Hall,Sandy Bay,TAS,7005,+61 439 035 511,,,,,,-42.8990478,147.3263965,22,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Sandy Bay, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
gym-347,ChIJE1ktw7GVEmsR-7bJ4hQxtlM,Whitlam Leisure Centre,unclaimed,,90A Memorial Ave,Liverpool,NSW,2170,+61 2 9600 9333,,https://www.whitlamleisurecentre.com.au/,,,,-33.9252063,150.9149239,15,,true,false,false,false,false,,,,,,,,,,,0,"Whitlam Leisure Centre is a comprehensive community leisure facility in Liverpool offering gym access, group fitness classes, and aquatic facilities. Catering for all ages and abilities."
b2cb30f3-d596-4ff0-8104-64d74eece504,ChIJ_bruHScZE2sRytwOkZNpFIw,My First Gym Figtree,unclaimed,,2/147 The Avenue,Figtree,NSW,2525,+61 429 616 389,,https://myfirstgym.com.au/figtree/,,,,-34.4402961,150.8624725,25,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Figtree, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
e3068c54-c271-4342-978f-7c74a25208e6,ChIJUYp7yLb_kGsRIWbQ01eeDJ4,Fitness Cartel Health Clubs Tweed Heads - 24/7 Gym,unclaimed,,34 Machinery Dr,Tweed Heads South NSW 2486,QLD,2486,+61 7 5524 4306,,https://www.fitnesscartel.com.au/clubs/tweed-heads?utm_source=gmb&utm_campaign=fc-tweed-heads&utm_medium=organic,,,,-28.2047485,153.5409068,35,,true,false,false,false,false,,,,,,,,,,,0,"A full-service health club in Tweed Heads South NSW 2486 offering a comprehensive range of fitness options under one roof. From an extensive free weights area and machine circuit to studio classes and expert personal trainers, everything is here for members at every fitness level."
4ea7b531-ce57-4d05-ae11-1dfd2afbf3c5,ChIJRcKfEf-jEmsRlN31nuIoDQk,AURA Pilates & Fitness,unclaimed,,10/103 George St,Parramatta,NSW,2150,+61 473 462 941,,https://www.instagram.com/aurapilatesfitness/,,,,-33.8151888,151.00962260000003,28,,true,false,false,false,false,,,,,,,,,,,0,"Specialising in reformer pilates with a focus on precision, control, and body awareness, this Parramatta studio offers classes from beginner to advanced."
gym-421,ChIJ5VakOPKtEmsRH5MMrFv_8ow,Plus Fitness Bondi Junction,unclaimed,,7/251 Oxford St,Bondi Junction,NSW,2022,+61 2 8014 7769,,https://www.plusfitness.com.au/gyms/bondi-junction/?utm_source=google&utm_medium=organic&utm_campaign=place-business-listing,,,,-33.8913863,151.25256629999998,10,,true,false,false,false,false,,,,,,,,,,,0,"Open around the clock with secure key-fob entry, this Bondi Junction gym caters to early risers, shift workers, and night owls alike. A reliable roster of treadmills, bikes, cables, and dumbbells keeps your training consistent."
gym-1513,ChIJIw-TicVok2sRRjgWuJYETEU,CrossFit Noosa,unclaimed,,26 Project Ave,Noosaville,QLD,4566,,,http://crossfitnoosa.com.au,,,,-26.4084878,153.0442478,40,,true,false,false,false,false,,,,,,,,,,,0,"This Noosaville CrossFit box brings a community-first approach to fitness, with coaches who adapt workouts to suit everyone from beginners to competitive athletes."
66a8be77-22b2-43b6-b42e-f50811b909a1,ChIJ1WofFyytF2sRMfW8_6mVum0,Joy in Movement - J.I.M Belconnen,unclaimed,,Block 2,Belconnen,ACT,2617,+61 401 990 453,,https://joyinmovement.com.au/find-a-jim/Belconnen/,,,,-35.2451727,149.0663801,18,,true,false,false,false,false,,,,,,,,,,,0,"Built by fitness enthusiasts for fitness enthusiasts, Joy in Movement - J.I.M Belconnen in Belconnen offers a well-curated equipment range and a knowledgeable coaching team."
7c76afb4-d720-40ca-85ed-ad6152189045,ChIJdzcdMEDZbaoRl2bfqhkGbaI,The Health Oasis,unclaimed,,46 Browns Rd,Kingston,TAS,7050,+61 400 660 298,,http://www.thehealthoasis.com.au/,,,,-42.969648,147.313417,20,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Kingston, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
7579ed69-4d08-4527-bb23-ca294b8e29a5,ChIJncEfWt0_1moRKiEwDKpGGE0,Max Power Fitness,unclaimed,,26 Aristoc Rd,Glen Waverley,VIC,3150,+61 481 991 718,,https://www.mpfhealth.com.au/,,,,-37.887578399999995,145.15819910000002,25,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Glen Waverley facility strikes the right balance."
4648f453-357d-4db9-a8a5-d59245952de7,ChIJAQCsc7S6EmsR6kqpFB-q5vc,CSP GYM - Inner West,unclaimed,,14/50-60 Cosgrove Rd,Strathfield South,NSW,2136,+61 401 104 364,,http://www.cspgym.com.au/,,,,-33.8944532,151.07357059999998,22,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Strathfield South, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
gym-1615,ChIJvw7zKp7LsGoRZqNFEDwmRzg,EFM Health Club Norwood,unclaimed,,72 The Parade,Norwood,SA,5067,+61 449 564 066,,https://efm.net.au/club/norwood/?utm_source=google&utm_medium=GMB&utm_campaign=GMBListing,,,,-34.9217452,138.6295222,18,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Norwood, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
13b3081f-b756-4c3b-9bbd-e1eb0f69ea88,ChIJwcISolwu1moRkIZYbJSLxIU,Lilydale Marketplace,unclaimed,,33 Hutchinson St,Lilydale,VIC,3140,+61 3 9735 2833,,http://lilydalemarketplace.com.au/,,,,-37.7597869,145.3487151,30,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Lilydale, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
gym-802,ChIJudGiwYxC1moRv_Qapfn1638,Zap Fitness 24/7 East Richmond,unclaimed,,421 Church Street Level 1,Richmond,VIC,3121,+61 1300 927 348,,https://www.zapfitness.com.au/clubs/east-richmond/?utm_source=gbp&utm_medium=organic&utm_campaign=ZAP%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Zap%20Fitness%2024/7%20East%20Richmond&utm_term=plcid_16203161166906806687,,,,-37.8255652,144.9982268,12,,true,false,false,false,false,,,,,,,,,,,0,"Compact and efficient, this Richmond facility gives members access to a full suite of gym equipment any time, day or night. Swipe-card entry, clean facilities, and straightforward month-to-month memberships make it easy to get started."
311a85db-5ed6-448e-a9c6-00c3796e2d08,ChIJw7KyqmsbkWsRBnPNecp7GWI,Fight Club Jiu Jitsu Ashmore,unclaimed,,Corner Southport - Nerang,Ashmore,QLD,4214,+61 452 089 600,,http://www.invictusaustralia.com.au/,,,,-27.9788604,153.3806911,28,,true,false,false,false,false,,,,,,,,,,,0,"Fight Club Jiu Jitsu Ashmore in Ashmore is a well-equipped, independently operated gym delivering quality training in a friendly environment."
gym-1682,ChIJVVUVVcEmsWoRrcnXLp9DvqE,Goodlife Health Clubs Noarlunga,unclaimed,,Colonnades Shopping Centre,Noarlunga Centre,SA,5168,+61 8 8489 3200,,https://www.goodlife.com.au/clubs/noarlunga/?utm_source=gbp&utm_medium=organic&utm_campaign=GL%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Goodlife%20Health%20Clubs%20Noarlunga%20-%20Noarlunga%20Centre&utm_term=plcid_11564015107905445284,,,,-35.1432055,138.4937995,25,,true,false,false,false,false,,,,,,,,,,,0,"This well-established health club in Noarlunga Centre combines a spacious gym floor with a diverse group fitness timetable, making it popular with everyone from casual gym-goers to serious athletes."
gym-1450,ChIJlbXCbOUbkWsRa3JqIgw6u10,EMF Performance and Recovery Centre Nerang,unclaimed,,33 Hinkler Dr,Nerang,QLD,4211,+61 474 051 131,,https://emfpc.com.au/all-clubs/,,,,-28.0113201,153.3438262,40,,true,false,false,false,false,,,,,,,,,,,0,This Nerang performance centre offers a professional training environment with premium equipment and expert coaching.
gym-1694,ChIJQfNqHEq1sGoR5nNk0e4jAWQ,STRONG Pilates Modbury,unclaimed,,Tea Tree Plus Shopping Centre,Modbury,SA,5092,+61 483 908 257,,https://strongpilates.com.au/location/modbury/,,,,-34.8295268,138.6912752,38,,true,false,false,false,false,,,,,,,,,,,0,"Specialising in reformer pilates with a focus on precision, control, and body awareness, this Modbury studio offers classes from beginner to advanced."
587402b6-751d-4571-912c-7eb705720095,ChIJnTZUeopFkWsRVWbEKkRTu-0,Anytime Fitness Sunnybank Hills,unclaimed,,shop 4/21 Farne St,Sunnybank,QLD,4109,+61 499 114 511,,https://www.anytimefitness.com/en-au/locations/sunnybank-queensland-au-1457,,,,-27.5889746,153.0616925,15,,true,false,false,false,false,,,,,,,,,,,0,"Open around the clock with secure key-fob entry, this Sunnybank gym caters to early risers, shift workers, and night owls alike. A reliable roster of treadmills, bikes, cables, and dumbbells keeps your training consistent."
0389626a-47db-4365-9c86-3c935fc590e6,ChIJqfXUk4tNFmsRQyM7SdphZuA,SpeedFit Kingston,unclaimed,,6/81 Giles St,Kingston,ACT,2604,+61 485 010 011,,https://joinspeedfit.com/location/kingston-act/,,,,-35.3126738,149.1464368,60,,true,false,false,false,false,,,,,,,,,,,0,"SpeedFit Kingston harnesses bio-electric impulses to supercharge muscle activation during short, intensely effective sessions. Supervised one-on-one training ensures correct technique and maximum results."
08ccea4a-b345-4a9d-a860-49afbd7bd375,ChIJk9vvh_qlEmsRo2mP7EkIEcY,FLX Lab,unclaimed,,Shop CG05/27-29 George St,North Strathfield,NSW,2137,+61 435 173 500,,https://flxlab.com.au/,,,,-33.8515848,151.0847555,30,,true,false,false,false,false,,,,,,,,,,,0,"FLX Lab in North Strathfield is a well-equipped, independently operated gym delivering quality training in a friendly environment."
e23199b1-30cf-4dbb-8126-b158c490e481,ChIJNZTeuGXHEmsR5o8vmiblm24,Rec Gym Kirrawee,unclaimed,,26 Monro Ave,Kirrawee,NSW,2232,+61 401 925 192,,http://www.recgymkirrawee.com/,,,,-34.031359,151.07391300000003,30,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Kirrawee facility strikes the right balance."
6a2f5fea-68b4-406b-91ab-b04bfc5b1b67,ChIJTWvjNOPLsGoRG5u3MB6zEMs,Be Strongher Training Studio,unclaimed,,36B Hambledon Rd,Campbelltown,SA,5074,+61 485 001 112,,http://bestrongher.com.au/,,,,-34.880047,138.668035,40,,true,false,false,false,false,,,,,,,,,,,0,"This Campbelltown boutique facility delivers a premium training experience in a small, focused setting. Expert coaches and evidence-based programming set it apart."
gym-1659,ChIJZ7__-fXHsGoRncGNcT1Npx0,Derrimut 24:7 Gym - Port Adelaide,unclaimed,,178 St Vincent St,Port Adelaide,SA,5015,+61 8 8341 0978,,http://www.derrimut247.com.au/,,,,-34.8448047,138.50453919999998,14,,true,false,false,false,false,,,,,,,,,,,0,"A conveniently located 24/7 gym in Port Adelaide offering round-the-clock access to quality cardio machines, strength equipment, and free weights. Perfect for busy schedules, with no lock-in contracts and fully equipped change rooms."
gym-526,ChIJUet8rRq8EmsRkA1D80UjnLY,Anytime Fitness Bankstown,unclaimed,,Unit 1/19 Marion St,Bankstown,NSW,2200,+61 488 162 682,,https://www.anytimefitness.com/en-au/locations/bankstown-new-south-wales-au-1226,,,,-33.9171589,151.0323378,16,,true,false,false,false,false,,,,,,,,,,,0,"Compact and efficient, this Bankstown facility gives members access to a full suite of gym equipment any time, day or night. Swipe-card entry, clean facilities, and straightforward month-to-month memberships make it easy to get started."
5af3b426-71fe-4200-a0a3-017f79f6dd96,ChIJ8U45NCBYkWsRC-zXn6wlqx4,Physical Addiction Health & Fitness,unclaimed,,244 Kitchener Rd,Stafford Heights,QLD,4053,+61 7 3359 8221,,https://physical-addiction.com/,,,,-27.398004900000004,153.0171699,18,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Stafford Heights facility strikes the right balance."
gym-422,ChIJIVdM96atEmsRKBKilni7SME,VRTUS Bondi Beach,unclaimed,,12 Hall St,Bondi Beach,NSW,2026,+61 475 849 161,,http://www.vrtus.com.au/,,,,-33.891010699999995,151.2732955,25,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Bondi Beach, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
c9a90ede-fb18-45c6-80c5-f75c60e82a5e,ChIJh3h0TPekMioRQ7n5GmL2CNU,UWA Sport,unclaimed,,The University of,Crawley,WA,6009,+61 8 6488 2286,,http://uwa.edu.au/sport,,,,-31.976367800000002,115.8192918,20,cardio|free weights|showers|lockers,true,false,false,false,false,,,,,,,,,,,0,"Built by fitness enthusiasts for fitness enthusiasts, UWA Sport in Crawley offers a well-curated equipment range and a knowledgeable coaching team."
gym-1265,ChIJebGibfLlk2sR_TvjQVvhgUw,Snap Fitness 24/7 Redcliffe,unclaimed,,Behind Lincraft,Kippa-Ring,QLD,4021,+61 412 088 010,,https://www.snapfitness.com/au/gyms/redcliffe?utm_source=gmb&utm_medium=yext,,,,-27.2262363,153.0896771,15,,true,false,false,false,false,,,,,,,,,,,0,"Your local Kippa-Ring fitness destination is open every hour of every day, so you can train on your own terms. Expect a well-maintained floor of cardio equipment, pin-loaded machines, and a free weights area — everything you need, without the extras you don't."
gym-1619,ChIJCRpQk1rJsGoRXR6kk0h9mXw,Norwood Fitness Studio,unclaimed,,4 Woods St,Norwood,SA,5067,+61 413 284 154,,http://www.facebook.com/norwoodfit,,,,-34.9190222,138.62985659999998,40,,true,false,false,false,false,,,,,,,,,,,0,"This Norwood boutique facility delivers a premium training experience in a small, focused setting. Expert coaches and evidence-based programming set it apart."
5827baab-f76c-43b6-a1fd-4d92604de3ce,ChIJZYZ06wxZkWsRE36Qxtwn5jU,Anytime Fitness Bulimba,unclaimed,,50 Taylor St,Bulimba,QLD,4171,+61 428 591 817,,https://www.anytimefitness.com.au/gyms/au-1332/bulimba-qld-4171/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,,,-27.449653599999998,153.0689239,16,,true,false,false,false,false,,,,,,,,,,,0,"Open around the clock with secure key-fob entry, this Bulimba gym caters to early risers, shift workers, and night owls alike. A reliable roster of treadmills, bikes, cables, and dumbbells keeps your training consistent."
gym-1591,ChIJi8_-VOYnsWoRQUzj4LkII7g,Vibe Fitness 24/7,unclaimed,,Shop 4/11 Lawrence Hargrave Way,Parafield,SA,5106,+61 478 731 599,,http://vibefitness247.com.au/,,,,-34.794193199999995,138.6436157,15,,true,false,false,false,false,,,,,,,,,,,0,"Your local Parafield fitness destination is open every hour of every day, so you can train on your own terms. Expect a well-maintained floor of cardio equipment, pin-loaded machines, and a free weights area — everything you need, without the extras you don't."
c4b4ed45-4575-44ca-a71a-6a09f03459f8,ChIJbWw-1VDYsGoRLUfmae2yFz4,Anytime Fitness Hallett Cove,unclaimed,,3 Hutt Cl,Sheidow Park,SA,5158,+61 426 412 776,,https://club.anytimefitness.com.au/hallett-cove-sa,,,,-35.075962,138.5237579,10,,true,false,false,false,false,,,,,,,,,,,0,"A conveniently located 24/7 gym in Sheidow Park offering round-the-clock access to quality cardio machines, strength equipment, and free weights. Perfect for busy schedules, with no lock-in contracts and fully equipped change rooms."
gym-401,ChIJqcnkMdSoEmsR2GOmmbjzw1Y,Anytime Fitness Chatswood,unclaimed,,level 2/370 Victoria Ave,Chatswood,NSW,2067,+61 424 418 694,,https://www.anytimefitness.com.au/gyms/au-1220/chatswood-nsw-2067/,,,,-33.796278099999995,151.1834644,10,,true,false,false,false,false,,,,,,,,,,,0,"No frills, no fuss — just solid equipment available whenever you want it. This 24/7 gym packs cardio, machine weights, and a free weights section into a clean, well-lit space in Chatswood."
gym-1226,ChIJX6DfsVxZkWsR2Zs2QnxRsoQ,Fitness Cartel Health Clubs Nundah - 24/7 Gym,unclaimed,,20 Nellie St,Nundah,QLD,4012,+61 7 3709 4437,,https://www.fitnesscartel.com.au/clubs/nundah?utm_source=gmb&utm_campaign=fc-nundah&utm_medium=organic,,,,-27.3990971,153.0632228,35,,true,false,false,false,false,,,,,,,,,,,0,"A full-service health club in Nundah offering a comprehensive range of fitness options under one roof. From an extensive free weights area and machine circuit to studio classes and expert personal trainers, everything is here for members at every fitness level."
gym-657,ChIJiTforskVc2sRQjGQinpZfKg,Cryo King,unclaimed,,167 King St,Newcastle,NSW,2300,+61 2 4048 1018,,https://cryoking.com.au/,,,,-32.9272346,151.7771886,25,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Newcastle facility strikes the right balance."
8325019e-d127-4089-9fc2-016e142c4806,ChIJC_fo0Rr31WsRddiW_rcKL_0,Fitness with Zoe - Women's Fitness Studio,unclaimed,,14 Madden St,Aitkenvale,QLD,4814,,,http://www.fitnesswithzoe.com/,,,,-19.292175300000004,146.7701491,15,,true,false,false,false,false,,,,,,,,,,,0,"A safe, supportive, and fully equipped fitness space exclusively for women in Aitkenvale. Classes, personal training, and open gym sessions are available."
bb2ee181-6acc-42cf-8736-a2a15ca6bcca,ChIJmXoJSTG9wCwRiUEJLMMcIFw,Palmerston Recreation Centre,unclaimed,,11 The Blvd,Palmerston City,NT,0830,+61 8 8935 9975,,http://www.palmerston.nt.gov.au/,,,,-12.4789798,130.98431790000004,15,,true,false,false,false,false,,,,,,,,,,,0,"This council-operated recreation centre in Palmerston City provides affordable access to gym equipment, group fitness classes, aquatic facilities, and court sports."
gym-114,,Anytime Fitness,owner-3,,176 Jull St,Armadale,WA,6112,+61 494 568 622,,https://www.anytimefitness.com/en-au/locations/armadale-western-australia-au-1395,,,,-32.1519913,116.0158283,15,cardio|free weights|showers|lockers|24/7 access,true,false,false,false,,,,,,,,,,,,0,"No frills, no fuss — just solid equipment available whenever you want it. This 24/7 gym packs cardio, machine weights, and a free weights section into a clean, well-lit space in Armadale."
gym-059,ChIJRXXb_yW4MioRVM9FCCRAstg,Sista Fitness 24/7 Midland,owner-3,,246 Great Eastern Hwy,Midland,WA,6056,+61 8 6311 5544,,http://sistafitness.com.au/,,,,-31.891029999999997,116.01137000000001,20,cardio|free weights|showers|lockers|group classes|personal training|24/7 access,true,false,false,false,,,,,,,,,,,,0,"Designed by women, for women — this Midland gym offers a private and empowering environment to work towards your goals. From cardio and resistance training to group classes, the focus is always on making fitness enjoyable and achievable."
a64150d7-c970-47a8-8f4a-da7dc11605e0,ChIJv4-bH4yxEmsRiK0-jvVIE2w,Pad Flow Gym,unclaimed,,Level 3,Rosebery,NSW,2018,+61 431 733 510,,http://www.padflowgym.com.au/,,,,-33.9193384,151.2031767,28,,true,false,false,false,false,,,,,,,,,,,0,"Pad Flow Gym in Rosebery is a well-equipped, independently operated gym delivering quality training in a friendly environment."
a7100ae4-3568-4221-9c10-094f1916314c,ChIJobl4-DSxEmsRgLfX7dl8vl4,Group Fit Zetland,unclaimed,,17/19 Dunning Ave,Rosebery,NSW,2018,+61 456 244 223,,https://teamgroupfit.com/,,,,-33.9117202,151.20425659999998,22,,true,false,false,false,false,,,,,,,,,,,0,This independently run fitness facility in Rosebery prides itself on quality coaching and a genuine community feel.
gym-1169,,Facilities Fitness,unclaimed,,88 Commercial Rd,Teneriffe,QLD,4005,+61 408 613 376,,http://www.facilitiesfitness.com.au/,,,,-27.453784499999998,153.04607919999998,18,,true,false,false,false,false,,,,,,,,,,,0,This independently run fitness facility in Teneriffe prides itself on quality coaching and a genuine community feel.
gym-1802,ChIJadoLfBnZbaoRDbDmx9pAESQ,UNDRGRND Training,unclaimed,,18 Mertonvale Cct,Kingston,TAS,7050,+61 3 6165 0909,,http://www.undrgrndtraining.com.au/,,,,-42.9805146,147.29522079999998,28,,true,false,false,false,false,,,,,,,,,,,0,"UNDRGRND Training in Kingston is a well-equipped, independently operated gym delivering quality training in a friendly environment."
8416b331-f5c8-47d3-a5c2-87364d087128,ChIJncrj8CFg1moRrMyMbnuwVIA,.,unclaimed,,Glen Gala Shopping Centre,Sunshine West,VIC,3020,+61 3 8390 1435,,https://rwmsunshine.gymmasteronline.com/portal/signup,,,,-37.7923215,144.789684,30,,false,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Sunshine West facility strikes the right balance."
13ce81f1-e0c0-44cd-9a63-2b73c8cb923f,ChIJE87GtDG8MioRamiJlCI35ls,Nutrition Warehouse Cannington,unclaimed,,6/1326 Albany Hwy,Cannington,WA,6107,+61 8 9358 2408,,https://www.nutritionwarehouse.com.au/,,,,-32.0166604,115.93291310000001,18,cardio|free weights|showers|lockers,true,false,false,false,false,,,,,,,,,,,0,This independently run fitness facility in Cannington prides itself on quality coaching and a genuine community feel.
gym-211,ChIJD_MqgDekMioRzPQ_qmM9V3w,SpeedFit Claremont,owner-3,,7/40 St Quentin Ave,Claremont,WA,6010,+61 485 018 880,,https://joinspeedfit.com/location/claremont-wa/,,,,-31.983371899999998,115.7780124,70,personal training,true,false,false,false,,,,,,,,,,,,0,SpeedFit Claremont in Claremont uses EMS (electro-muscle stimulation) technology to activate up to 90% of muscle fibres simultaneously during a 20-minute session — delivering results equivalent to hours of conventional training. Sessions are always coach-guided.
gym-1301,ChIJAcQFk-1DkWsRSJTq_dP5ulM,Listen to Your Body Springwood,unclaimed,,3442 Pacific Hwy,Springwood,QLD,3442,+61 413 210 008,,https://listentoyourbody.com.au/studio/springwood,,,,-27.629168999999997,153.131663,22,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Springwood, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
gym-423,ChIJ_7IasZCtEmsRFm3bcPtOLWI,Bondi Beach Fitness + Rehab,unclaimed,,86 O'Brien St,Bondi Beach,NSW,2026,+61 480 468 403,,http://www.bondibeachfitness-rehab.com.au/,,,,-33.8891446,151.26755459999998,28,,true,false,false,false,false,,,,,,,,,,,0,This independently run fitness facility in Bondi Beach prides itself on quality coaching and a genuine community feel.
gym-506,ChIJM31gQL25EmsRjegjhMl6roQ,Plus Fitness 24/7 Hurstville,unclaimed,,201/7-11 The Avenue,Hurstville,NSW,2220,+61 2 9570 3555,,https://www.plusfitness.com.au/gyms/hurstville/,,,,-33.9663226,151.10680349999998,14,,true,false,false,false,false,,,,,,,,,,,0,"A conveniently located 24/7 gym in Hurstville offering round-the-clock access to quality cardio machines, strength equipment, and free weights. Perfect for busy schedules, with no lock-in contracts and fully equipped change rooms."
45a043b6-0e25-4a62-99a2-976986cf2919,ChIJl_5dmXxdkWsRN9bJYdhHRv8,UBX Capalaba,unclaimed,,Australia,Queensland,QLD,4157,+61 416 930 314,,https://ubxtraining.com/gym/capalaba,,,,-27.522460799999998,153.195373,20,,true,false,false,false,false,,,,,,,,,,,0,"UBX Capalaba in Queensland is a well-equipped, independently operated gym delivering quality training in a friendly environment."
